US_Chart - Rock On-Demand Overall Streaming (weekly),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.22
73,Back In Black,AC/DC,SONY/COLUMBIA,COL,25,72,72,447,3392966,1.9,3330708,3169473,223493,69777734,1007549068,2024.06.20
74,Linger,Cranberries,ISLAND,ISL,8,57,47,31,3329621,-7.9,3613630,3133954,195667,94036667,445008834,2024.06.20
75,The Chain,Fleetwood Mac,WARNER RECORDS,WAR ,8,71,68,374,3296701,-1.8,3356149,3089269,207432,79349281,996745268,2024.06.20
76,Island in the Sun,Weezer,INTERSCOPE/GEFFEN/A&M,INT ,69,74,75,179,3290065,-0.9,3319418,3187875,102190,61858380,657496328,2024.06.20
77,All The Small Things,Blink-182,SONY BMG STRATEGIC MARKETING,SBSM,65,87,79,445,3260875,6.2,3070973,3154510,106365,70155232,777778472,2024.06.20
78,"Hey, Soul Sister",Train,SONY/COLUMBIA,COL,52,84,77,388,3244789,4.3,3111211,3111116,133673,66389075,845779844,2024.06.20
79,Come As You Are,Nirvana,INTERSCOPE/GEFFEN/A&M,INT ,52,75,70,431,3220591,-2.5,3303058,3035452,185139,81192306,820768456,2024.06.20
80,Bring Me To Life,Evanescence,BICYCLE MUSIC,BIKE,8,80,82,442,3204904,0.7,3184037,2689374,515530,79614763,1195553507,2024.06.20
81,Feel Good Inc,Gorillaz,CAPITOL MUSIC GROUP,CAP ,12,76,71,447,3181803,-3.1,3284453,2796271,385532,81287385,1032621470,2024.06.20
82,"Paint It, Black",Rolling Stones,ABKCO,ABK ,43,100,93,432,3160146,7.4,2943251,2929380,230766,75042945,826004589,2024.06.20
83,Bad Moon Rising,Creedence Clearwater Revival,CRAFT RECORDINGS,CRFT,34,85,83,316,3154931,1.5,3109095,3068798,86133,68463404,708112998,2024.06.20
84,Break Stuff,Limp Bizkit,INTERSCOPE/GEFFEN/A&M,INT ,56,78,84,80,3118052,-2.4,3194991,2912205,205847,74818940,522267695,2024.06.20
85,Simple Man,Lynyrd Skynyrd,INTERSCOPE/GEFFEN/A&M,INT ,7,89,102,447,3091996,2.1,3029784,2789295,302701,70811374,1075167938,2024.06.20
86,I Love You So,Walters, WARNER Records,WAR ,4,81,65,141,3090310,-2.3,3162864,2949399,140911,85453505,628668022,2024.06.20
87,You’re Gonna Go Far,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,6,86,86,54,3080669,0.1,3077280,3033835,46834,76376719,153543365,2024.06.20
88,Cigarettes Out The Window,TV Girl,,,34,96,90,72,3076559,3.9,2961611,2901341,175218,83356379,299683690,2024.06.20
89,All My Love,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,34,83,85,40,3066507,-2.0,3129461,3028920,37587,73682395,165044792,2024.06.20
90,Highway To Hell,AC/DC,Columbia Records,COL ,12,91,91,432,3059990,1.6,3012316,2920440,139550,63282889,885073674,2024.06.20
91,Landslide,Fleetwood Mac,WARNER RECORDS,WAR ,13,79,78,346,3026099,-5.2,3192164,2931864,94235,79555702,880655577,2024.06.20
92,Under The Bridge,Red Hot Chili Peppers,CAPITOL MUSIC GROUP,CAP ,47,82,95,447,2990452,-5.4,3159914,2823588,166864,73032045,932732448,2024.06.20
93,Sex on Fire,Kings Of Leon, RCA,RCA,77,90,89,199,2987835,-0.8,3012709,2857321,130514,64929338,637498832,2024.06.20
94,Dream On,Aerosmith,Columbia Records,COL ,1,104,108,442,2982360,2.0,2923992,2777961,204399,79285415,1198912775,2024.06.20
95,Another One Bites The Dust,Queen,HOLLYWOOD RECORDS,HOL ,6,98,106,354,2971547,0.9,2943921,2954605,16942,72500961,1092996300,2024.06.20
96,Brazil,Declan Mckenna,Columbia Records,COL ,81,94,88,24,2953652,-0.3,2963440,2926648,27004,57605002,308186386,2024.06.20
97,Californication,Red Hot Chili Peppers, WARNER Records,WAR,51,103,94,385,2944309,0.7,2924351,2746367,197942,60890761,759752687,2024.06.20
98,Walking on a Dream,Empire Of The Sun,ASTRALWERKS,ASTW,17,88,97,320,2941560,-4.1,3068323,2792128,149432,68943693,730466541,2024.06.20
99,Hold The Line,Toto,Columbia Records,COL ,4,123,123,26,2936908,9.4,2683512,2781302,155606,54450929,451128683,2024.06.20
100,Take Me Out,Franz Ferdinand,EPIC,EPIC,100,102,0,3,2934761,0.2,2928576,2816874,117887,42865788,387851117,2024.06.20
101,Listen To The Music,Doobie Brothers,WARNER RECORDS,WAR ,77,117,117,140,2932544,6.2,2762071,2843219,89325,57339554,595490500,2024.06.20
102,Rocket Man,Elton John,ISLAND,ISL ,12,111,98,374,2930898,4.2,2814079,2813200,117698,71218549,947317842,2024.06.20
103,Drops Of Jupiter (Tell Me),Train,Columbia Records,COL ,44,101,100,327,2911081,-0.6,2929965,2896355,14726,60770220,751608963,2024.06.20
104,Ride,Twenty One Pilots,FUELED BY RAMEN,FUER,1,118,105,397,2910947,5.5,2760271,2760390,150557,55834318,1323900976,2024.06.20
105,Stressed Out,Twenty One Pilots,FUELED BY RAMEN,FUER,1,97,130,447,2910368,-1.4,2951232,2461393,448975,75658348,1851092759,2024.06.20
106,Apocalypse,Cigarettes After Sex,PTKF,PTK ,20,95,92,137,2870500,-3.1,2961720,2784596,85904,89469019,577909615,2024.06.20
107,She Calls Me Back,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,8,105,104,38,2864356,-1.3,2901252,2843674,20682,82239032,172536556,2024.06.20
108,Jealous,Eyedress,,,33,132,116,157,2846533,9.1,2609928,2818141,28392,72841170,419847467,2024.06.20
109,Electric Feel,MGMT,Columbia Records,COL ,18,114,103,214,2844803,2.6,2773275,2714796,130007,56010622,667788665,2024.06.20
110,What I Got,Sublime,INTERSCOPE/GEFFEN/A&M,INT ,93,93,96,163,2838639,-4.8,2982130,2711589,127050,52493716,631500365,2024.06.20
111,Mary Jane's Last Dance,Tom Petty & The Heartbreakers,INTERSCOPE/GEFFEN/A&M,INT ,8,108,118,127,2832125,0.2,2827001,2681652,150473,52162946,595482599,2024.06.20
112,Free Fallin',Tom Petty,INTERSCOPE/GEFFEN/A&M,INT ,4,119,137,345,2818892,2.6,2746234,2728289,90603,60148194,797199447,2024.06.20
113,Go Your Own Way,Fleetwood Mac,WARNER RECORDS,WAR ,39,133,99,225,2807399,7.8,2605341,2742717,64682,61380893,664572575,2024.06.20
114,Bohemian Rhapsody,Queen,HOLLYWOOD RECORDS,HOL ,1,112,113,447,2785131,-0.8,2806363,2754269,30862,71476642,1713004273,2024.06.20
115,Eye Of The Tiger,Survivor, RCA,RCA,3,113,120,447,2784509,-0.1,2785922,2400019,384490,78712684,1381950302,2024.06.20
116,Summer of '69,Bryan Adams,A&M RECORDS,AAM ,64,121,132,199,2769653,1.4,2730443,2662041,107612,56372001,637342736,2024.06.20
117,Out Of My League,Fitz & The Tantrums,NEW ELEKTRA,NELK,24,115,119,217,2758512,-0.5,2772244,2679162,79350,69584050,666987259,2024.06.20
118,Zombie,Cranberries,ISLAND,ISL,4,116,122,321,2751376,-0.8,2772240,2314037,437339,69789310,743807703,2024.06.20
119,More Than a Feeling,Boston,EPIC,EPIC,51,120,127,443,2735109,-0.2,2740383,2525302,209807,68034013,884699615,2024.06.20
120,Space Song,Beach House, SUB POP,SUBP,1,107,110,171,2725382,-3.7,2829215,2536609,188773,86075526,837481173,2024.06.20
121,Drive,Incubus,EPIC,EPIC,106,106,107,18,2720798,-4.1,2837910,2614467,106331,58966810,548947091,2024.06.20
122,Welcome To The Jungle,Guns N' Roses,INTERSCOPE/GEFFEN/A&M,INT ,26,126,126,447,2689116,1.1,2660524,2530398,158718,61085691,891358394,2024.06.20
123,"Sex, Drugs, Etc.",Beach Weather,Arista,ARI,33,124,112,97,2658717,-0.2,2664914,2549020,109697,65176973,321092983,2024.06.20
124,Work Song,Hozier,SONY/COLUMBIA,COL,30,109,109,86,2643400,-6.2,2819583,2513919,129481,85946043,506651319,2024.06.20
125,Daddy Issues,Neighbourhood,Columbia Records,COL ,5,122,111,212,2641407,-3.2,2728275,2412844,228563,67905453,792329495,2024.06.20
126,BLACK HOLE SUN,Soundgarden,A&M RECORDS,AAM ,6,127,139,118,2619300,-1.5,2659185,2457596,161704,69151601,643272834,2024.06.20
127,Demons,Imagine Dragons,INTERSCOPE/GEFFEN/A&M,INT ,3,125,124,447,2618168,-1.7,2664122,2424289,193879,73980587,1475213390,2024.06.20
128,Dog Days Are Over,Florence + The Machine,REPUBLIC RECORDS,R-RR,27,130,125,104,2614938,-0.6,2629553,2482292,132646,66942669,631878969,2024.06.20
129,Carry You Home,Alex Warren,ATLANTIC GROUP,ATLG,129,166,0,2,2598606,8.2,2402749,2510214,88392,7166382,7166382,2024.06.20
130,Fade Into You,Mazzy Star,CAPITOL MUSIC GROUP,CAP ,59,129,121,97,2587161,-2.3,2647191,2397230,189931,68444206,538083877,2024.06.20
131,Bones,Imagine Dragons,INTERSCOPE/GEFFEN/A&M,INT ,1,135,133,119,2576203,-0.4,2586453,2224276,351927,102922927,837814935,2024.06.20
132,Everywhere,Fleetwood Mac,WARNER RECORDS,WAR ,83,134,128,77,2574347,-0.6,2588785,2488477,85870,58900043,448711266,2024.06.20
133,Way Down We Go,Kaleo,NEW ELEKTRA,NELK,4,128,162,295,2572546,-3.0,2650817,2288494,284052,84752269,816179619,2024.06.20
134,Free Bird,Lynyrd Skynyrd,INTERSCOPE/GEFFEN/A&M,INT ,6,144,150,398,2554129,1.0,2529029,2188106,366023,73263806,867006015,2024.06.20
135,Blue Hair,TV Girl,,,53,153,138,29,2548485,2.8,2478803,2431576,116909,71262005,213710678,2024.06.20
136,DRAGULA,Rob Zombie,INTERSCOPE/GEFFEN/A&M,INT ,66,136,136,74,2535657,-1.1,2563267,2255936,279721,57958540,546725829,2024.06.20
137,Can't Stop,Red Hot Chili Peppers,WARNER RECORDS,WAR ,65,147,115,74,2526086,0.3,2517840,2414726,111360,62395664,610623557,2024.06.20
138,One Step Closer,Linkin Park,WARNER RECORDS,WAR ,11,152,135,17,2517210,1.3,2484613,2430263,86947,53890717,446287290,2024.06.20
139,Careless Whisper,Wham!,EPIC,EPIC,86,142,134,13,2506407,-1.0,2532790,1978494,527913,73230957,1172190268,2024.06.20
140,Animal I Have Become,Three Days Grace, RCA,RCA,50,141,156,347,2505586,-1.2,2534746,2216367,289219,65109171,787660467,2024.06.20
141,Tongue Tied,Grouplove,ATLANTIC GROUP,ATLG,2,143,129,282,2502853,-1.2,2532741,2446468,56385,61244002,830158583,2024.06.20
142,"You're Gonna Go Far, Kid",Offspring,UNIVERSAL MUSIC ENTERPRISES,UME ,62,161,158,372,2500538,2.9,2430215,2373056,127482,54839168,734123433,2024.06.20
143,Radioactive,Imagine Dragons,THE ORCHARD,ORCH,3,158,149,447,2497576,2.1,2446749,2321365,176211,61571215,1553164619,2024.06.20
144,Do I Wanna Know?,Arctic Monkeys,DOMINO,DOMI,24,145,142,447,2487470,-1.4,2523418,2250972,236498,69005922,974341707,2024.06.20
145,NOTION,Rare Occasions,ATLANTIC GROUP,ATLG,9,131,140,122,2475215,-5.7,2626213,2246779,228436,55651105,396550904,2024.06.20
146,All Star,Smash Mouth,INTERSCOPE/GEFFEN/A&M,INT ,2,157,146,435,2473918,0.9,2451001,2224277,249641,58326063,1411541791,2024.06.20
147,Don't Stop Me Now,Queen,HOLLYWOOD RECORDS,HOL ,8,176,169,431,2462766,5.7,2330325,2308929,153837,57959290,976313066,2024.06.20
148,A Sky Full Of Stars,Coldplay,ATLANTIC GROUP,ATLG,16,156,147,153,2459884,0.1,2458651,2279109,180775,51566531,619488884,2024.06.20
149,Softcore,Neighbourhood,Columbia Records,COL ,10,186,148,128,2459813,7.5,2287841,2317886,141927,62535640,391331155,2024.06.20
150,One Last Breath,Creed,BICYCLE MUSIC,BIKE,93,184,0,19,2454931,7.1,2291899,2233437,221494,56409497,310982039,2024.06.20
151,Upside Down,Jack Johnson,REPUBLIC RECORDS,R-RR,46,150,131,17,2450709,-1.5,2486791,2323279,127430,48495860,388657883,2024.06.20
152,I Love Rock 'n Roll,Joan Jett & The Blackhearts,SME/LEGACY RECORDINGS,LEGC,152,181,165,6,2450617,6.5,2301781,2357491,93126,45701352,405059289,2024.06.20
153,The Craving,Twenty One Pilots,,,14,191,67,4,2448405,8.2,2262304,2397978,50427,14669509,14669509,2024.06.20
154,Ain'T No Rest For The Wicked,Cage The Elephant, RCA,RCA,68,155,160,368,2448095,-0.5,2459326,2290631,157464,63056926,732316597,2024.06.20
155,(I Hate) Everything About You,Three Days Grace, RCA,RCA,37,151,155,431,2443050,-1.7,2486537,2204425,238625,65199575,794909071,2024.06.20
156,The Joker,Steve Miller Band,CAPITOL MUSIC GROUP,CAP ,28,160,154,259,2438269,-0.2,2443026,2287313,150956,54775139,717635758,2024.06.20
157,Last Resort,Papa Roach,DGC/INTERSCOPE,DGCI,35,162,141,416,2431630,0.3,2424254,2291991,139639,56917496,777221931,2024.06.20
158,Rhiannon,Fleetwood Mac,WARNER RECORDS,WAR ,14,165,171,203,2430182,1.1,2404756,2332107,98075,54679901,658575968,2024.06.20
159,You Give Love a Bad Name,Bon Jovi,ISL,ISL,96,174,167,42,2428141,3.8,2338157,2324748,103393,54107375,580844523,2024.06.20
160,Night Moves,Bob Seger & The Silver Bullet Band,CAPITOL MUSIC GROUP,CAP ,116,171,177,129,2425405,1.8,2381789,2278508,146897,51546197,534015084,2024.06.20
161,All Summer Long,Kid Rock, WARNER Records,WAR ,29,182,173,99,2416490,5.3,2294574,2165152,251338,41015929,575346552,2024.06.20
162,Heathens,Twenty One Pilots,ATLANTIC GROUP,ATLG,1,163,143,403,2415104,-0.3,2423011,2131544,283560,56098353,1772667793,2024.06.20
163,Dancing In The Dark,Bruce Springsteen,Columbia Records,COL ,161,175,161,5,2414654,3.6,2331224,2241022,173632,43685627,429849134,2024.06.20
164,Beast Of Burden,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,73,194,0,129,2413293,6.8,2259751,2328935,84358,46885105,584242853,2024.06.20
165,Carry On My Wayward Son,Kansas,EPIC,EPIC,42,179,191,438,2407743,4.3,2308052,2230536,177207,57660061,902115476,2024.06.20
166,"Sugar, We're Goin Down",Fall Out Boy,ISLAND,ISL,79,170,164,446,2406506,0.8,2386603,2317768,88738,56763957,791200699,2024.06.20
167,Under Pressure,Queen & David Bowie,SONY/COLUMBIA,COL,3,195,0,404,2405076,6.5,2259148,2345134,59942,55620969,917108774,2024.06.20
168,Stuck In The Middle With You,Stealers Wheel,INTERSCOPE/GEFFEN/A&M,INT ,145,148,153,13,2398358,-4.3,2506131,2268999,129359,51228195,453049594,2024.06.20
169,We Will Rock You,Queen,HOLLYWOOD RECORDS,HOL ,8,180,166,431,2396079,3.9,2306875,2247081,148998,58041923,959502823,2024.06.20
170,Long Cool Woman In A Black Dress,Hollies,EPIC,EPIC,14,137,157,48,2388300,-6.7,2558784,2092895,295405,51799664,557474168,2024.06.20
171,Everybody Talks,Neon Trees,ISLAND,ISL ,4,177,163,220,2384043,2.7,2320339,2348871,35172,50511266,831714805,2024.06.20
172,Master Of Puppets,Metallica,MERC,MERC,3,0,0,52,2382411,16.0,2053482,2130085,252326,45233148,570200646,2024.06.20
173,Call Your Mom,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,32,164,144,27,2380447,-1.3,2411168,2310132,70314,58024927,115398676,2024.06.20
174,In The Air Tonight,Phil Collins,ATLANTIC GROUP,ATLG,4,199,0,442,2374137,5.8,2244355,2067221,306916,57794134,900517003,2024.06.20
175,POUR SOME SUGAR ON ME,Def Leppard,ISLAND,ISL ,37,0,180,270,2371062,7.5,2205008,2158906,212156,53598360,680789162,2024.06.20
176,Heart To Heart,Mac DeMarco,"MAC DEMARCO, LLC",MCMD,15,146,159,80,2344678,-7.0,2522227,2239534,105144,72269915,299416794,2024.06.20
177,Dani California,Red Hot Chili Peppers,WARNER RECORDS,WAR ,148,0,0,10,2342512,7.9,2171590,2278338,64174,40644002,492391908,2024.06.20
178,House Of The Rising Sun,Animals,ABKCO,ABK ,45,198,198,410,2336862,3.8,2250623,2062680,274182,54882245,831584629,2024.06.20
179,Shake The Frost (Live),Tyler Childers,,,131,168,199,26,2309500,-3.6,2395731,2299397,10103,53034014,312059348,2024.06.20
180,1979,Smashing Pumpkins,VIRGIN,VRGN,156,172,184,19,2307187,-2.5,2366447,2196951,110236,52900315,523837326,2024.06.20
181,Budapest,George Ezra,Columbia Records,COL ,45,140,152,78,2300495,-9.6,2546158,2264004,36491,44611469,556242252,2024.06.20
182,Gypsy,Fleetwood Mac,WARNER RECORDS,WAR ,60,188,182,19,2295498,0.8,2277584,2131844,163654,50149230,498069740,2024.06.20
183,Misery Business,Paramore,FUELED BY RAMEN,FUER,24,159,114,226,2292097,-6.3,2445837,2142000,150097,62461065,715584364,2024.06.20
184,Change (In the House of Flies),Deftones,WARNER RECORDS,WAR ,118,173,197,75,2289736,-2.5,2348906,2113684,176052,56007524,443107125,2024.06.20
185,Rock Star,Nickelback,ROADRUNNER RECORDS,ROAD,29,189,193,289,2288142,0.9,2268844,1901386,386756,53445505,728842195,2024.06.20
186,Wonderwall,Oasis,THE ORCHARD,ORCH,36,183,176,438,2287367,-0.2,2292652,2155946,131421,56159672,829881148,2024.06.20
187,Dancing in the Moonlight,King Harvest,THE ORCHARD,ORCH,109,197,0,163,2277804,0.9,2256388,2167267,110537,55028624,573695698,2024.06.20
188,Sexy To Someone,Clairo,,,74,110,87,4,2271125,-19.3,2814845,2261616,9509,12008127,12008127,2024.06.20
189,Feel It Still,Portugal. The Man,ATLANTIC GROUP,ATLG,2,0,0,363,2258464,1.1,2234362,2168748,89716,56048595,1343706243,2024.06.20
190,Don'T You (Forget About Me),Simple Minds,A&M RECORDS,AAM ,136,0,0,58,2246203,5.2,2134420,2088272,157931,51556250,576382298,2024.06.20
191,MIDNIGHT RIDER,Allman Brothers Band,ISLAND,ISL ,75,0,0,3,2244668,2.8,2184379,2201925,42743,43305226,408787261,2024.06.20
192,Paradise City,Guns N' Roses,INTERSCOPE/GEFFEN/A&M,INT ,45,0,196,345,2238326,3.3,2166890,2105525,132801,49182718,709720163,2024.06.20
193,Borderline,Tame Impala,INTERSCOPE/GEFFEN/A&M,INT ,17,0,186,84,2238152,1.2,2211543,2139314,98838,56614956,419437793,2024.06.20
194,Enemy,"Imagine Dragons, JID & League Of Legends",INTERSCOPE/GEFFEN/A&M,INT ,1,0,190,135,2238045,0.6,2224802,1970319,267726,64910480,999933667,2024.06.20
195,Paranoid,Black Sabbath,SNCI,SNCI,131,193,0,27,2232446,-1.2,2260097,2030584,201862,54979112,511191986,2024.06.20
196,Like a Stone,Audioslave,HIP-O RECORDS,HIPD,11,169,189,77,2223299,-6.9,2386819,1925027,298272,46416177,551346013,2024.06.20
197,Duvet,Boa (Uk Rock),THE ORCHARD,ORCH,67,0,183,41,2218618,1.0,2196717,2062405,156213,64669270,223295237,2024.06.20
198,Eyes Closed,Imagine Dragons,INTERSCOPE/GEFFEN/A&M,INT ,25,154,145,11,2214171,-10.6,2476262,2093126,121045,36212057,36212057,2024.06.20
199,We Are Young,fun. Feat. Janelle Monae,FUELED BY RAMEN,FUER,35,0,188,404,2211909,-0.4,2221414,1965681,246228,54510785,886084042,2024.06.20
200,Ophelia,Lumineers,DUA,DUA,2,185,179,437,2209907,-3.4,2288071,2144253,65654,65137182,1177195934,2024.06.20
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2024.06.20
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2024.06.27
1,Too Sweet,Hozier,SONY/COLUMBIA,COL,1,1,1,14,18931888,-7.6,20494457,17501372,1430516,352810913,352810913,2024.06.27
2,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,2,2,103,10497302,-5.0,11047560,10136348,360954,356866244,705876937,2024.06.27
3,Stargazing,Myles Smith, RCA,RCA,3,3,4,7,8800030,-5.4,9297647,8526807,273223,61399591,61399591,2024.06.27
4,End Of Beginning,Djo,,,1,5,5,20,7219658,-2.8,7425578,6889946,329712,224486800,244305032,2024.06.27
5,Wildflower,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,2,4,3,6,7133710,-17.7,8666088,6839009,294701,70474318,70474318,2024.06.27
6,Sweater Weather,Neighbourhood,Columbia Records,COL ,1,8,9,448,6825437,0.7,6775341,6046111,779326,167674741,2045912567,2024.06.27
7,Dreams,Fleetwood Mac,WARNER RECORDS,WAR ,1,6,6,426,6762458,-5.7,7170841,6351618,410840,168814021,1650658673,2024.06.27
8,Dial Drunk,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,10,10,55,6669700,1.6,6566977,6542424,127276,181163925,406946388,2024.06.27
9,Don't Stop Believin',Journey,Columbia Records,COL ,2,7,7,448,6592367,-3.1,6806703,5984043,608324,136404249,1651814676,2024.06.27
10,Scared To Start,Michael Marcagi,Warner Records,WAR,4,9,8,24,6500790,-2.2,6646676,6409270,91520,155659791,155659791,2024.06.27
11,Hell N Back,Bakar,EPIC,EPIC,4,11,11,11,5680224,-5.7,6023598,5490679,189545,131950240,423300728,2024.06.27
12,Everlong,Foo Fighters, RCA,RCA,10,13,15,410,5561274,-0.3,5577563,5261078,300196,130124051,987219912,2024.06.27
13,Riptide,Vance Joy,ATLANTIC GROUP,ATLG,3,12,16,448,5481883,-1.8,5582551,5181229,300654,120356152,1513228550,2024.06.27
14,Heat Waves,Glass Animals,REPUBLIC RECORDS,R-RR,1,14,22,177,5453585,-0.4,5476329,5006330,447255,123134150,1894670562,2024.06.27
15,Have You Ever Seen The Rain?,Creedence Clearwater Revival,CRAFT RECORDINGS,CRFT,10,15,20,447,5191501,-2.9,5345481,4846519,344982,123047249,1095205817,2024.06.27
16,Everybody Wants To Rule The World,Tears For Fears,ISLAND,ISL ,1,19,19,338,5172377,0.3,5155092,4647680,524697,142730919,1374042346,2024.06.27
17,Brown Eyed Girl,Van Morrison,EPIC,EPIC,4,18,17,374,5130517,-1.3,5199609,4962569,167948,99744843,971977107,2024.06.27
18,Mr. Brightside,Killers,ISLAND,ISL,9,20,21,448,4974414,-1.4,5047092,4776866,197548,127105610,1448580259,2024.06.27
19,Take Me to Church,Hozier,Columbia Records,COL ,3,16,18,448,4958239,-4.9,5211520,4520445,437794,128414340,1669102872,2024.06.27
20,Fortunate Son,Creedence Clearwater Revival,SONY CLASSICS,SNYC,5,21,25,435,4544767,-4.7,4766606,4279870,264897,108191752,1168813129,2024.06.27
21,Your Love,Outfield,SONY/COLUMBIA,COL,19,23,23,351,4488915,-3.4,4647796,4052575,436340,91676472,798357578,2024.06.27
22,misses,Dominic Fike,Columbia Records,COL ,22,39,58,8,4429862,9.7,4038362,4409953,19909,24601026,24601026,2024.06.27
23,Hotel California,Eagles,ELEKTRA ENTERTA,EEG,6,22,26,448,4420914,-5.4,4675191,3864511,556403,109908125,1445160386,2024.06.27
24,Iris,Goo Goo Dolls,WARNER RECORDS,WAR ,16,29,29,448,4319826,0.4,4301369,3971497,348329,104899530,1014677205,2024.06.27
25,You Shook Me All Night Long,AC/DC,Columbia Records,COL ,25,30,35,389,4279277,-0.3,4293637,4082958,196319,83295244,851609337,2024.06.27
26,Thunderstruck,AC/DC,Columbia Records,COL ,8,27,32,448,4275143,-2.0,4363257,3857131,418012,103231477,1304571260,2024.06.27
27,The Greatest,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,4,17,12,6,4250510,-18.4,5211399,4065002,185508,48431409,48431409,2024.06.27
28,In the End,Linkin Park,WARNER RECORDS,WAR ,3,28,28,448,4218075,-3.0,4350304,3694539,523536,102099037,1179561978,2024.06.27
29,My Love Mine All Mine,Mitski,Dead Oceans,DOC,1,24,24,41,4198583,-7.5,4540607,4009904,188679,210493601,395126331,2024.06.27
30,Santeria,Sublime,INTERSCOPE/GEFFEN/A&M,INT ,26,32,30,448,4195035,0.1,4190892,4021619,173416,88912539,972429371,2024.06.27
31,Evergreen,Richy Mitch & The Coal Miners,,,12,31,27,43,4129099,-2.0,4214785,4114312,14787,108421577,211962761,2024.06.27
32,Scar Tissue,Red Hot Chili Peppers,WARNER RECORDS,WAR ,32,33,34,274,4093381,-1.9,4173673,3957821,135560,74924614,700928351,2024.06.27
33,The Night We Met,Lord Huron,INTERSCOPE/GEFFEN/A&M,INT ,2,35,31,378,4089870,-1.0,4131758,3717498,372372,124515600,1228974818,2024.06.27
34,How You Remind Me,Nickelback,ROADRUNNER RECORDS,ROAD,32,44,36,324,4078722,3.1,3956073,3791781,286941,95268593,733972460,2024.06.27
35,Lovers Rock,TV Girl,,,8,36,44,111,4056947,-0.7,4085263,3940315,116632,118787383,481007911,2024.06.27
36,505,Arctic Monkeys, WBR - PARLOPHONE,WBR,9,37,46,207,4033446,-0.7,4060668,3763839,269607,107068444,827180093,2024.06.27
37,Believer,Imagine Dragons,INTERSCOPE/GEFFEN/A&M,INT ,1,40,38,386,4005838,-0.5,4024527,3356565,649273,120328700,3054964064,2024.06.27
38,Sweet Child O' Mine,Guns N' Roses,INTERSCOPE/GEFFEN/A&M,INT ,4,41,45,448,3992658,-0.7,4019212,3652604,340054,97974270,1353576171,2024.06.27
