Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,Genre,Release Date,TW Total Activity,% Chg Total Activity,LW Total Activity,TW Song Sales,TW On-Demand Audio Streams,TW On-Demand Video Streams,TW Total SES (Audio + Video),week_of
167,Heat Waves,Glass Animals,REPUBLIC RECORDS,R-RR,3,177,188,159,Rock,06/29/2020,34721,2.7,33813,270,4501110,359681,34451,2024.06.13
168,Tourniquet,Zach Bryan,Warner Records,WAR,10,172,154,37,Country,01/27/2023,34720,0.9,34405,136,4557907,83149,34584,2024.06.13
169,Beer Never Broke My Heart,Luke Combs,COLUMBIA NASHVILLE,CLNV,14,173,158,89,Country,05/08/2019,34711,1.1,34318,208,4636862,113731,34503,2024.06.13
170,Sunday Service,Latto, RCA,RCA,126,,,2,R&B/Hip-Hop,02/09/2024,34707,,,771,4004790,1007488,33936,2024.06.13
171,Your Love,Outfield,SONY/COLUMBIA,COL,163,163,186,3,Rock,11/08/1985,34433,-1.8,35065,615,4309690,444971,33818,2024.06.13
172,Sorry 4 That Much,Feid,UNIVERSAL MUSIC LATIN,UMLE,172,,,1,Latin,06/06/2024,34422,,,196,4332143,287050,34226,2024.06.13
173,THE SPINS,Mac Miller,"ROSTRUM RECORDS, LLC",RTUM,154,154,157,10,R&B/Hip-Hop,08/09/2010,34290,-5.2,36164,190,4486546,66416,34100,2024.06.13
174,Hurricane,Luke Combs,COLUMBIA NASHVILLE,CLNV,54,162,175,100,Country,12/29/2014,34199,-2.6,35102,229,4494137,298054,33970,2024.06.13
175,Shut Up My Moms Calling,Hotel Ugly,,,58,186,183,71,R&B/Hip-Hop,02/14/2020,33830,2.5,32992,21,5042251,116583,33809,2024.06.13
176,Beautiful As You,Thomas Rhett,VALORY,VALO,176,,,1,Country,05/09/2024,33690,,,707,4240419,34992,32983,2024.06.13
177,On One Tonight,Gunna,300 ENTERTAINME,300E,47,106,126,5,R&B/Hip-Hop,05/10/2024,33581,-22.8,43517,45,4432776,174162,33536,2024.06.13
178,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,9,167,181,87,Pop,05/12/2022,33440,-3.3,34577,515,4303325,260456,32925,2024.06.13
179,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,27,170,172,44,Country,02/01/2023,33353,-3.3,34507,404,4322956,491386,32949,2024.06.13
180,One Of The Girls,Weeknd,XO / REPUBLIC RECORDS,R-RR,43,171,171,27,R&B/Hip-Hop,06/02/2023,33208,-3.7,34480,120,4604063,508556,33088,2024.06.13
181,All The Stars,Kendrick Lamar Feat. SZA,INTERSCOPE/GEFFEN/A&M,INT ,2,168,156,56,R&B/Hip-Hop,01/04/2018,33185,-4.0,34552,123,4509473,255467,33062,2024.06.13
182,Sundress,A$ap Rocky, RCA,RCA,120,156,176,9,Pop,11/17/2018,33097,-8.0,35974,79,4381856,59035,33018,2024.06.13
183,Fortunate Son,Creedence Clearwater Revival,SONY CLASSICS,SNYC,130,,198,6,Rock,11/02/1969,33064,,,302,4337450,204370,32762,2024.06.13
184,Feathered Indians,Tyler Childers,THE ORCHARD,ORCH,146,,,24,Country,06/01/2017,32905,,,195,4273375,56769,32710,2024.06.13
185,I Know ?,Travis Scott,Cactus Jack/EPIC,EPIC,5,180,190,46,R&B/Hip-Hop,07/28/2023,32895,-2.1,33605,43,4496679,185992,32852,2024.06.13
186,Levitating,Dua Lipa Feat. Dababy,WARNER RECORDS,WAR ,3,189,,161,Pop,03/25/2020,32795,0.2,32741,516,4220281,205852,32279,2024.06.13
187,The Real Slim Shady,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,57,184,,15,R&B/Hip-Hop,04/21/2000,32792,-1.3,33233,888,4186042,475275,31904,2024.06.13
188,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,199,,81,Pop,10/20/2022,32790,1.5,32313,664,4134005,171920,32126,2024.06.13
189,Loml,Taylor Swift,REPUBLIC RECORDS,R-RR,12,127,111,8,Pop,03/26/2024,32783,-15.4,38770,121,4144389,102807,32662,2024.06.13
190,Unwritten,Natasha Bedingfield,EPIC,EPIC,112,176,177,18,Pop,03/11/2004,32761,-3.2,33851,1061,4199869,8090,31700,2024.06.13
191,act ii: date & 8 (feat. Drake) – remix,4batz,4batz/gamma,4BGA,5,159,143,23,R&B/Hip-Hop,11/15/2023,32692,-7.7,35402,110,4636650,50616,32582,2024.06.13
192,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,42,183,,67,Pop,02/10/2009,32614,-2.0,33279,815,4140687,427359,31799,2024.06.13
193,Starting Over,Chris Stapleton,MERCURY NASHVILLE,MERN,27,,,70,Country,08/25/2020,32601,,,391,4132863,164028,32210,2024.06.13
194,23,Chayce Beckham, BMG DISTRIBUTION,BMG ,59,192,125,17,Country,05/14/2021,32535,-0.4,32652,360,4157974,314214,32175,2024.06.13
195,The Painter,Cody Johnson,Warner Music Nashville,WNS,41,,197,29,Country,08/11/2023,32390,,,467,4235976,91478,31923,2024.06.13
196,Exchange,Bryson Tiller, RCA,RCA,32,,,74,R&B/Hip-Hop,03/08/2016,32367,,,16,4420263,380242,32351,2024.06.13
197,Vampire,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,,,48,Pop,06/30/2023,32363,,,363,4210253,339723,32000,2024.06.13
198,Heat Stick,Shoreline Mafia,ATLANTIC GROUP,ATLG,108,128,120,5,R&B/Hip-Hop,05/09/2024,32335,-16.6,38760,54,4403836,299135,32281,2024.06.13
199,Evergreen,Richy Mitch & The Coal Miners,,,159,196,,9,Rock,05/12/2017,32265,-0.4,32386,72,4468484,11924,32193,2024.06.13
200,Mask Off,Future,EPIC,EPIC,3,181,,96,R&B/Hip-Hop,09/05/2011,32262,-3.7,33511,79,4256682,173212,32183,2024.06.13
1,Please Please Please,Sabrina Carpenter,ISLAND,ISL ,1,1,,2,Pop,06/06/2024,383043,2.0,375481,6532,47950237,2678558,376511,2024.06.20
2,A Bar Song (Tipsy),Shaboozey,Empire,EMPR,2,3,4,10,Country,04/11/2024,283977,-2.8,292035,20326,33274645,3500377,263651,2024.06.20
3,I Had Some Help,Post Malone,MERCURY / REPUBLIC RECORDS,R-MR,1,2,2,6,Country,05/10/2024,282026,-7.7,305447,12465,34291951,2223675,269561,2024.06.20
4,Espresso,Sabrina Carpenter,ISLAND,ISL,4,4,6,10,Pop,04/11/2024,251278,-11.2,283044,5863,31881981,1719211,245415,2024.06.20
5,Not Like Us,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT,1,5,5,7,R&B/Hip-Hop,05/04/2024,231983,-6.4,247872,4211,29651599,4465647,227772,2024.06.20
6,Million Dollar Baby,Tommy Richman,,,1,6,3,8,R&B/Hip-Hop,04/26/2024,231806,-2.2,236901,5227,29912680,3244384,226579,2024.06.20
7,BIRDS OF A FEATHER,Billie Eilish,,,7,8,8,5,Pop,05/16/2024,194620,-15.3,229811,2986,25307594,739906,191634,2024.06.20
8,Pink Skies,Zach Bryan,WARNER RECORDS,WAR ,5,9,7,4,Country,05/24/2024,182577,-9.6,202077,4982,23134619,421445,177595,2024.06.20
9,Houdini,Eminem,INTERSCOPE/GEFFEN/A&M,INT ,1,7,1,3,R&B/Hip-Hop,05/30/2024,161752,-31.1,234844,11016,18889289,2895115,150736,2024.06.20
10,Too Sweet,Hozier,SONY/COLUMBIA,COL,1,10,9,13,Rock,03/13/2024,154177,-5.1,162544,6695,19052436,1428029,147482,2024.06.20
11,Beautiful Things,Benson Boone,Warner Records,WAR,1,11,11,22,Pop,01/09/2024,147981,0.4,147403,6530,18060665,2050214,141451,2024.06.20
12,Lose Control,Teddy Swims,Warner Records,WAR,3,12,12,45,Pop,06/16/2023,133955,-4.5,140332,5038,16227005,2157876,128917,2024.06.20
13,"Good Luck, Babe!",Chappell Roan,,,13,18,20,11,Pop,03/25/2024,126076,16.1,108576,1836,16233287,391441,124240,2024.06.20
14,Whiskey Whiskey,Moneybagg Yo,INTERSCOPE/GEFFEN/A&M,INT ,14,,,1,Country,06/13/2024,120075,,,7342,14121423,937921,112733,2024.06.20
15,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,Warner Records,WAR,1,20,18,43,Country,01/27/2023,113076,5.1,107602,1386,14633191,691136,111690,2024.06.20
16,Like That,Future & Metro Boomin,Epic/Republic/Boominati/Freebandz,ERFB,1,14,15,13,R&B/Hip-Hop,03/20/2024,109904,-10.0,122117,997,14293302,1439103,108907,2024.06.20
17,Cowgirls,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,17,23,24,65,Country,03/01/2023,106119,4.3,101741,2123,13702701,609535,103996,2024.06.20
18,Fortnight,Taylor Swift,REPUBLIC RECORDS,R-RR,1,15,16,9,Pop,03/26/2024,104640,-10.3,116636,1714,13272998,596925,102926,2024.06.20
19,LUNCH,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,5,13,10,5,Pop,04/23/2024,103053,-26.3,139853,896,13492687,494360,102157,2024.06.20
20,High Road,Koe Wetzel,,,20,21,,2,Country,04/29/2024,101636,-4.2,106061,3194,12679571,535980,98442,2024.06.20
21,Last Night,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,25,22,73,Country,05/06/2022,99282,0.0,99301,1204,12888326,733908,98078,2024.06.20
22,Austin,Dasha,WARNER RECORDS,WAR ,19,22,19,16,Country,11/18/2023,98027,-6.1,104407,2606,12421914,500699,95421,2024.06.20
23,Wanna Be,"Glorilla, Megan Thee Stallion",INTERSCOPE/GEFFEN/A&M,INT ,7,19,13,11,R&B/Hip-Hop,04/05/2024,92091,-14.5,107701,598,11422765,2139167,91493,2024.06.20
24,Miles On It,Marshmello & Kane Brown,RCA NASHVILLE,RCNA,18,27,21,7,Country,05/02/2024,89386,0.1,89266,3540,11028909,177499,85846,2024.06.20
25,Something In The Orange,Zach Bryan,Warner Records,WAR,3,26,25,113,Country,04/22/2022,89356,-4.8,93832,1085,11447436,864049,88271,2024.06.20
26,Gata Only,Floyymenor, INDEPENDENT LABEL SUBMISSION,INDI,17,24,30,15,Latin,12/22/2023,87747,-13.3,101160,326,11482878,1602264,87421,2024.06.20
27,BAND4BAND,Central Cee & Lil Baby,SONY/COLUMBIA,COL,14,17,14,4,R&B/Hip-Hop,05/22/2024,87727,-21.0,111018,638,11426137,1730746,87089,2024.06.20
28,CHIHIRO,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,7,16,17,5,Pop,04/25/2024,83952,-24.4,111115,287,10692565,711320,83665,2024.06.20
29,I Am Not Okay,Jelly Roll,BBR MUSIC GROUP / JELLY ROLL / REPUBLIC RECORDS,R-RR,29,,,1,Country,06/12/2024,82350,,,14574,8382963,836982,67776,2024.06.20
30,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,4,29,28,58,Rock,07/02/2022,81751,-2.9,84177,1354,10676197,365022,80397,2024.06.20
31,Remember Him That Way,Luke Combs,,,31,,,1,Country,06/06/2024,81280,,,3571,9851065,224624,77709,2024.06.20
32,Thinkin' Bout Me,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,5,31,35,68,Country,03/03/2023,79888,-1.3,80970,1049,10258960,868819,78839,2024.06.20
33,The Man He Sees In Me,Luke Combs,,,33,58,,2,Country,06/06/2024,77419,30.0,59572,1521,9938138,171668,75898,2024.06.20
34,Fast Car,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,39,44,65,Country,01/27/2023,76078,4.3,72969,1720,9561835,558445,74358,2024.06.20
35,You Proof,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,48,46,110,Country,03/26/2022,72601,6.9,67934,318,9651438,446224,72283,2024.06.20
36,Devil Is A Lie,Tommy Richman,,,36,,,1,R&B/Hip-Hop,06/14/2024,72587,,,1112,8848315,842925,71475,2024.06.20
37,I Can Do It With A Broken Heart,Taylor Swift,REPUBLIC RECORDS,R-RR,3,34,27,9,Pop,03/26/2024,71460,-7.7,77435,907,9253587,241388,70553,2024.06.20
38,Slow It Down,Benson Boone,Warner Records,WAR,29,45,47,13,Pop,03/15/2024,71371,1.7,70192,956,9432801,176143,70415,2024.06.20
39,Stargazing,Myles Smith, RCA,RCA,33,36,33,6,Rock,05/10/2024,70567,-7.2,76023,2089,9014676,279276,68478,2024.06.20
40,Where The Wild Things Are,Luke Combs,COLUMBIA NASHVILLE,CLNV,21,44,39,25,Country,01/27/2023,70523,0.1,70474,1168,9005936,560560,69355,2024.06.20
41,I Like The Way You Kiss Me,Artemas,TENTHOUSAND PRO,TK1 ,6,33,32,13,Pop,03/18/2024,70111,-9.6,77519,735,9328168,836212,69376,2024.06.20
42,Cruel Summer,Taylor Swift,REPUBLIC RECORDS,R-RR,1,47,48,72,Pop,08/23/2011,69819,2.8,67942,1119,9128280,305352,68700,2024.06.20
43,Type Shit,Future & Metro Boomin,Epic/Republic/Boominati/Freebandz,ERFB,2,35,31,13,R&B/Hip-Hop,03/20/2024,68791,-10.7,77021,213,9089788,930229,68578,2024.06.20
44,we can't be friends (wait for your love),Ariana Grande,REPUBLIC RECORDS,R-RR,1,38,36,15,Pop,01/31/2024,68658,-6.4,73336,997,8889382,637064,67661,2024.06.20
45,Sweet Dreams,Koe Wetzel,,,30,30,49,5,Country,04/29/2024,68562,-17.7,83348,888,8661740,276584,67674,2024.06.20
46,Snooze,Sza, RCA,RCA,4,43,42,80,R&B/Hip-Hop,12/09/2022,68429,-3.7,71068,440,8806103,1387802,67989,2024.06.20
47,Feather,Sabrina Carpenter,ISLAND,ISL,47,54,78,26,Pop,07/15/2022,67721,6.0,63885,1075,8615099,499149,66646,2024.06.20
48,euphoria,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT ,3,40,29,8,R&B/Hip-Hop,04/30/2024,67023,-7.8,72674,561,8571275,1080942,66462,2024.06.20
49,Red Wine Supernova,Chappell Roan,,,49,63,80,10,Pop,05/17/2023,66730,19.9,55643,461,8431625,249539,66269,2024.06.20
50,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,ATLANTIC GROUP,ATLG,22,28,34,5,Country,05/10/2024,66019,-22.1,84736,2978,8100255,349683,63041,2024.06.20
51,Hot To Go!,Chappell Roan,,,51,65,88,4,Pop,07/28/2023,66007,22.0,54116,631,8425597,349214,65376,2024.06.20
52,Saturn,Sza, RCA,RCA,3,50,45,17,R&B/Hip-Hop,02/06/2024,65421,-2.6,67144,695,8808841,638811,64726,2024.06.20
53,Wildflower,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,14,32,23,5,Rock,05/16/2024,64784,-19.5,80463,161,8351556,310065,64623,2024.06.20
54,Yeah Glo,Glorilla,INTERSCOPE/GEFFEN/A&M,INT ,23,42,41,19,R&B/Hip-Hop,02/08/2024,63525,-10.8,71184,432,8318091,1252779,63093,2024.06.20
55,One Of Wun,Gunna,300 ENTERTAINME,300E,18,37,26,6,R&B/Hip-Hop,05/10/2024,62149,-16.8,74738,169,8178405,344979,61980,2024.06.20
56,Brother Stone,Don Toliver,ATLANTIC GROUP,ATLG,56,,,1,R&B/Hip-Hop,10/07/2021,61843,,,282,7877858,352287,61561,2024.06.20
57,Get It Sexyy,Sexyy Red,Vydia,VYD,10,49,40,14,R&B/Hip-Hop,03/15/2024,60456,-10.2,67336,394,8152385,731949,60062,2024.06.20
58,Attitude,Don Toliver,ATLANTIC GROUP,ATLG,58,,166,3,R&B/Hip-Hop,05/13/2024,59559,,,143,7919449,590812,59416,2024.06.20
59,Wasted On You,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,3,56,53,180,Country,01/08/2021,59218,-3.1,61081,482,7766497,549154,58736,2024.06.20
60,Lovin On Me,Jack Harlow,ATLANTIC GROUP,ATLG,1,57,52,32,R&B/Hip-Hop,10/31/2023,58811,-3.5,60943,1068,7349025,816465,57743,2024.06.20
61,Down Bad,Taylor Swift,REPUBLIC RECORDS,R-RR,2,51,38,9,Pop,04/04/2024,58785,-10.5,65681,363,7489769,171169,58422,2024.06.20
62,Si No Quieres No,"Luis R Conriquez, Neton Vega",,,51,55,51,9,Latin,03/01/2024,58264,-5.0,61346,341,7043294,2474703,57923,2024.06.20
63,Nasty,Tinashe, INDEPENDENT LABEL SUBMISSION,INDI,63,75,114,4,R&B/Hip-Hop,04/10/2024,57211,11.0,51551,1287,7285911,560594,55924,2024.06.20
64,U My Everything,Sexyy Red Feat. Drake,Vydia,VYD,37,52,43,4,R&B/Hip-Hop,05/24/2024,56643,-11.6,64085,540,7174477,695483,56103,2024.06.20
65,Tennessee Whiskey,Chris Stapleton,MERCURY NASHVILLE,MERN,39,64,58,405,Country,12/29/2014,55203,0.0,55223,985,6833703,715952,54218,2024.06.20
66,L'AMOUR DE MA VIE,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,18,46,37,5,Pop,04/17/2024,55049,-21.1,69802,170,7071956,216709,54879,2024.06.20
67,Close To You,Gracie Abrams,,,41,41,,2,Pop,06/06/2024,55009,-24.0,72384,490,7174704,46168,54519,2024.06.20
68,The Thin Grey Line,$uicideboy$,,,68,,,2,R&B/Hip-Hop,04/09/2024,54649,,,74,7004348,500460,54575,2024.06.20
69,Heading South,Zach Bryan, WARNER Records,WAR ,62,62,64,56,Country,09/30/2019,54022,-4.0,56281,210,7278289,118989,53812,2024.06.20
70,Wine Into Whiskey,Tucker Wetmore,UMG NASHVILLE,UMGN,70,96,146,17,Country,01/29/2024,53585,15.6,46341,473,6752951,242164,53112,2024.06.20
71,Bandit,Don Toliver,ATLANTIC GROUP,ATLG,18,,179,19,R&B/Hip-Hop,02/01/2024,53287,,,334,7558886,389301,52953,2024.06.20
72,Dreams,Fleetwood Mac,WARNER RECORDS,WAR ,3,73,71,199,Rock,07/07/1977,53125,2.1,52023,540,6720873,360507,52585,2024.06.20
73,End Of Beginning,Djo,,,6,59,56,18,Rock,09/16/2022,53028,-9.3,58450,936,7081978,323664,52092,2024.06.20
74,Wind Up Missin' You,Tucker Wetmore,UMG NASHVILLE,UMGN,61,61,100,12,Country,03/16/2024,52781,-6.3,56347,428,6961452,231171,52353,2024.06.20
75,Wild Ones,Jessie Murph & Jelly Roll,SONY/COLUMBIA,COL,19,72,81,37,Country,10/03/2023,52454,0.7,52105,735,6505138,1016847,51719,2024.06.20
76,Bulletproof,Nate Smith,RCA NASHVILLE,RCNA,66,66,68,10,Country,02/09/2024,51374,-3.7,53339,1212,6427085,188249,50162,2024.06.20
77,Oklahoma Smokeshow,Zach Bryan,Warner Records,WAR,72,74,77,74,Country,07/07/2022,51138,-1.2,51771,470,6623318,357337,50668,2024.06.20
78,Think I’m In Love With You,Chris Stapleton,MERCURY NASHVILLE,MERN,52,53,54,10,Country,09/01/2023,50355,-21.4,64076,1999,6191493,134586,48356,2024.06.20
79,Dial Drunk,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,13,77,67,54,Rock,10/14/2022,50236,-1.3,50918,436,6439900,124619,49800,2024.06.20
80,When It Rains It Pours,Luke Combs,SME/LEGACY RECORDINGS,LEGC,65,91,84,153,Country,08/10/2016,49930,5.3,47400,358,6499755,527866,49572,2024.06.20
81,Nonsense,Sabrina Carpenter,ISLAND,ISL,51,95,174,29,Pop,07/13/2022,49873,6.8,46718,385,6497884,309785,49488,2024.06.20
82,Beautiful Crazy,Luke Combs,SME/LEGACY RECORDINGS,LEGC,26,79,79,306,Country,05/24/2018,49538,-1.6,50337,479,6381558,634268,49059,2024.06.20
83,Scared To Start,Michael Marcagi,Warner Records,WAR,39,76,66,21,Rock,01/09/2024,49035,-3.9,51006,547,6546870,98951,48488,2024.06.20
84,Don't Stop Believin',Journey,Columbia Records,COL ,70,80,70,232,Rock,07/17/1981,48873,-2.6,50179,1247,6156383,586811,47626,2024.06.20
85,Tore Up,Don Toliver,ATLANTIC GROUP,ATLG,85,,,1,R&B/Hip-Hop,10/07/2021,48449,,,62,6245090,121023,48387,2024.06.20
86,Whiskey Glasses,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,16,84,87,277,Country,07/29/2016,47758,-1.2,48345,497,6122888,455215,47261,2024.06.20
87,Never Lose Me,Flo Milli, RCA,RCA,8,69,61,29,R&B/Hip-Hop,08/30/2023,47465,-9.1,52213,156,6686434,384681,47309,2024.06.20
88,Fe!N,Travis Scott,Cactus Jack/EPIC,EPIC,2,81,74,47,R&B/Hip-Hop,07/28/2023,47445,-5.0,49954,382,6580120,597234,47063,2024.06.20
89,The Boy Is Mine,Ariana Grande,,,7,68,,9,Pop,03/07/2024,47285,-10.2,52671,608,5877385,807533,46677,2024.06.20
90,Whatever She Wants,Bryson Tiller, RCA,RCA,9,70,60,18,R&B/Hip-Hop,01/16/2024,47266,-9.4,52164,231,6400284,479876,47035,2024.06.20
91,Greedy,Tate Mcrae, RCA,RCA,6,86,82,40,Pop,09/09/2023,47099,-2.1,48125,616,6156013,348561,46483,2024.06.20
92,Who's Afraid Of Little Old Me?,Taylor Swift,REPUBLIC RECORDS,R-RR,9,71,55,9,Pop,03/26/2024,47057,-9.7,52113,543,5978939,208422,46514,2024.06.20
93,360,Charli Xcx,ATLANTIC GROUP,ATLG,78,78,,2,Dance/Electronic,04/05/2024,46986,-7.3,50701,376,5885496,194467,46610,2024.06.20
94,She Got the Best of Me,Luke Combs,COLUMBIA NASHVILLE,CLNV,40,100,98,85,Country,05/31/2018,46718,3.0,45365,220,6278926,234583,46498,2024.06.20
95,Blue,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,20,60,50,5,Pop,04/19/2024,46203,-18.8,56869,378,5941246,250728,45825,2024.06.20
96,Texas Hold 'Em,Beyonce,Columbia Records,COL ,1,89,75,19,Country,02/12/2024,46083,-3.0,47504,1294,5789705,237444,44789,2024.06.20
97,Sun To Me,Zach Bryan,Warner Records,WAR,97,97,104,27,Country,05/20/2022,45815,-0.4,46022,405,6116746,91128,45410,2024.06.20
98,Burgundy,$uicideboy$,,,98,,,1,R&B/Hip-Hop,06/14/2024,45529,,,164,5821031,391647,45365,2024.06.20
99,Thought You Should Know,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,9,111,101,108,Country,04/29/2022,45380,4.4,43468,493,5871611,274884,44887,2024.06.20
100,Belong Together,Mark Ambor,,,81,93,83,11,Pop,02/16/2024,44530,-5.6,47190,1269,5830147,56698,43261,2024.06.20
101,Sunflower,Post Malone & Swae Lee,REPUBLIC RECORDS,R-RR,1,104,99,295,R&B/Hip-Hop,10/17/2018,44400,-1.6,45120,423,5734477,594487,43977,2024.06.20
102,Truck Bed,Hardy,Big Loud Records,"BLR
",41,90,97,56,Country,10/10/2022,44325,-6.6,47455,799,5579152,513150,43526,2024.06.20
103,Guilty As Sin?,Taylor Swift,REPUBLIC RECORDS,R-RR,10,83,59,9,Pop,03/26/2024,44196,-9.4,48765,138,5654658,130199,44058,2024.06.20
104,Redrum,21 Savage,EPIC,EPIC,3,82,62,23,R&B/Hip-Hop,01/09/2024,43849,-10.5,48991,341,5935554,633277,43508,2024.06.20
105,Chasin' You,Morgan Wallen,"BIG LOUD RECORDS, LLC",BGL ,24,103,109,217,Country,04/12/2018,43687,-3.6,45313,384,5581612,383506,43303,2024.06.20
106,You Should Probably Leave,Chris Stapleton,MERCURY NASHVILLE,MERN,46,88,108,149,Country,10/13/2020,43677,-8.3,47654,422,5726111,149420,43255,2024.06.20
107,Sweater Weather,Neighbourhood,Columbia Records,COL ,27,110,90,193,Rock,04/30/2012,43658,0.0,43639,103,6036353,620857,43555,2024.06.20
108,Pink Pony Club,Chappell Roan,ATLANTIC GROUP,ATLG,108,,,1,Pop,04/03/2020,43189,,,623,5339301,217498,42566,2024.06.20
109,White Horse,Chris Stapleton,MERCURY NASHVILLE,MERN,15,115,118,48,Country,07/21/2023,43019,0.3,42869,1266,5371008,192052,41753,2024.06.20
110,Flowers,Miley Cyrus,SONY/COLUMBIA,COL,1,114,110,75,Pop,01/03/2023,42978,-0.6,43217,1610,5133213,749266,41368,2024.06.20
111,Mmhmm,Bigxthaplug,,,57,94,95,29,R&B/Hip-Hop,10/05/2023,42924,-8.6,46984,174,5921598,320746,42750,2024.06.20
112,Heartless,Diplo & Julia Michaels Feat. Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,20,101,111,211,Country,08/15/2019,42848,-5.5,45345,203,5718188,313365,42645,2024.06.20
113,Thorns,$uicideboy$,,,113,,,1,R&B/Hip-Hop,06/14/2024,42827,,,56,5543322,260669,42771,2024.06.20
114,Hell N Back,Bakar,EPIC,EPIC,44,99,93,12,Rock,08/02/2019,42736,-6.1,45520,302,5836433,175518,42434,2024.06.20
115,Fukumean,Gunna,300 ENTERTAINME,300E,2,98,105,51,R&B/Hip-Hop,06/16/2023,42660,-6.8,45796,112,5984324,304574,42548,2024.06.20
116,Ice Age,Don Toliver Feat. Travis Scott,ATLANTIC GROUP,ATLG,116,,,1,R&B/Hip-Hop,10/07/2021,42525,,,151,5479519,112761,42374,2024.06.20
117,Dirt Cheap,Cody Johnson,Warner Music Nashville,WNS,117,129,150,8,Country,11/03/2023,42375,6.5,39789,1616,5234339,233395,40759,2024.06.20
118,See You Again,"Tyler, The Creator",SONY/COLUMBIA,COL,24,107,91,74,R&B/Hip-Hop,07/06/2017,42095,-4.7,44155,70,6178615,291118,42025,2024.06.20
119,All Your'N,Tyler Childers, RCA,RCA,108,108,112,32,Country,02/09/2019,42059,-4.6,44072,324,5523515,104898,41735,2024.06.20
120,Hey Driver,Zach Bryan Feat. The War and Treaty,Warner Records,WAR,5,124,89,43,Country,01/27/2023,41889,4.0,40287,429,5553564,60960,41460,2024.06.20
121,"Burn, Burn, Burn",Zach Bryan,Warner Records,WAR,67,119,116,47,Country,09/08/2022,41761,-0.3,41888,212,5488165,178835,41549,2024.06.20
122,Front Door Famous,Luke Combs,,,122,,,1,Country,06/06/2024,41557,,,780,5126251,129542,40777,2024.06.20
123,Kryptonite,Don Toliver,ATLANTIC GROUP,ATLG,123,,,1,R&B/Hip-Hop,10/01/2021,40740,,,115,5219332,109140,40625,2024.06.20
124,Kill Bill,Sza, RCA,RCA,1,118,115,80,R&B/Hip-Hop,12/08/2022,40738,-3.0,41988,133,5564223,317710,40605,2024.06.20
125,As It Was,Harry Styles,Columbia Records,COL ,1,127,121,105,Pop,03/30/2022,40620,1.3,40093,315,5374974,278090,40305,2024.06.20
126,Everlong,Foo Fighters, RCA,RCA,106,123,122,72,Rock,09/16/2003,40246,-1.1,40697,219,5285708,233691,40027,2024.06.20
127,But Daddy I Love Him,Taylor Swift,REPUBLIC RECORDS,R-RR,7,102,63,9,Pop,03/26/2024,40046,-11.7,45339,204,5126848,121499,39842,2024.06.20
128,Lone Wolf Hysteria,$uicideboy$,,,128,,,1,R&B/Hip-Hop,04/02/2024,39951,,,46,5160874,177056,39905,2024.06.20
129,Spin You Around (1/24),Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,11,125,131,21,Country,01/26/2024,39734,-1.3,40246,397,5109085,143536,39337,2024.06.20
130,7 Summers,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,3,138,145,71,Country,08/13/2020,39715,3.0,38569,210,5129335,209947,39505,2024.06.20
131,Need A Favor,Jelly Roll,BROKEN BOW RECO,BB2 ,22,128,139,64,Country,12/09/2022,39708,-0.9,40060,1629,4924422,318357,38079,2024.06.20
132,Humble.,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT ,1,117,102,209,R&B/Hip-Hop,03/30/2017,39607,-5.8,42025,235,5204524,330117,39372,2024.06.20
